0 73.3805 1124.21
1 73.0752 1123.62
2 73.1685 1127.95
3 73.2821 1127.73
4 73.23 1128.36
5 72.9498 1124.89
6 73.0056 1126.54
7 73.1464 1127.65
8 73.1373 1122.61
9 74.0312 1127.66
10 74.1163 1124.09
11 74.5471 1122.33
12 74.5519 1123.78
13 73.9585 1122.45
14 73.2212 1124.96
15 73.1474 1124.37
16 73.1176 1127.22
17 73.1949 1121.63
18 74.1367 1124.92
19 74.331 1124.68
20 73.8933 1122.12
21 72.893 1121.44
22 73.0463 1122.54
23 73.1354 1120.9
24 73.9855 1120.56
25 73.862 1121.36
26 73.6889 1123.83
27 73.3545 1121.31
28 73.4332 1121.42
29 73.6477 1122.91
30 74.0695 1123.32
31 73.83 1120.37
32 73.1136 1119.62
33 73.3672 1121.18
34 73.7319 1122.6
35 73.8511 1119.19
36 73.4271 1121.2
37 73.2074 1120.96
38 73.2162 1121.66
39 73.5141 1116.7
40 73.9083 1120.66
41 73.6172 1117.42
42 72.9909 1121.01
43 73.0332 1119.24
44 73.3653 1118.41
45 73.5863 1117.64
46 73.5754 1116.89
47 72.9703 1117
48 73.1446 1121.55
49 73.6627 1119.65
50 73.3773 1118.61
51 73.4324 1120.73
52 72.9782 1118.36
53 73.4763 1120.91
54 72.852 1116.8
55 73.2431 1120.45
56 72.9 1117.4
57 73.3862 1119.72
58 73.0035 1119.14
59 73.772 1119.17
60 73.9355 1121.21
61 72.8913 1118.59
62 73.0957 1119.2
63 72.9315 1118.86
64 73.9254 1119.98
65 72.839 1119.89
66 73.2851 1118.4
67 72.8787 1114.03
68 73.6542 1120.57
69 72.8019 1120.49
70 73.8453 1119.9
71 72.6825 1115.25
72 72.9358 1115.26
73 72.8283 1120.88
74 75.1386 1119.33
75 73.1485 1121.72
76 72.3807 1112.52
77 72.418 1111.92
78 73.8366 1117.62
79 73.2046 1125.91
80 74.1766 1122.19
81 72.0106 1108.68
82 70.7928 1101.94
83 71.9313 1115.55
84 79.0622 1130.7
85 69.4313 1099.85
86 70.6696 1115.93
87 82.9745 1137.5
88 72.4301 1120.98
89 67.4145 1053.49
90 67.6138 1045.81
91 63.2306 1076.12
